Date,LogReturn,Open,High,Low,Close,Volume,MarketCap,FearAndGreed,VDD,CBBI,GoldClose,DaysSinceHalving,S&P500,M2SL,InflationUSA,DXY,VIX of VIX,HashRate,MA5,MA20
"2024-10-26,""0,00591"",""66628,737"",""67317,91816"",""66360,5955"",""67014,69773"",19588098156,1325286022321,74,""0,87689"",""79,4"",""2742,535"",189,""5808,12"",""21311,9"",""2,6"",""104,26"",""117,5"",""694 364 000 000 000 000 000,00"",""67122,35254"",""65450,66572"""
"2024-10-25,""-0,02280"",""68165,29737"",""68722,15949"",""65521,79345"",""66642,41073"",41469984306,1317385748797,72,""0,87631"",""78,7"",""2742,535"",188,""5808,12"",""21311,9"",""2,6"",""104,26"",""117,5"",""727 655 000 000 000 000 000,00"",""67192,98351"",""65249,43118"""
"2024-10-24,""0,02242"",""66653,70416"",""68798,96199"",""66454,09956"",""68161,05334"",31414428647,1347797865139,69,""0,87652"",""78,11"",""2735,985"",187,""5809,86"",""21311,9"",""2,6"",""104,06"",""109,84"",""699 120 000 000 000 000 000,00"",""67664,84269"",""64929,89934"""
"2024-10-23,""-0,01058"",""67362,37442"",""67402,74462"",""65188,03529"",""66432,19825"",32263980353,1313495275869,71,""0,87684"",""78,16"",""2715,52"",186,""5797,42"",""21311,9"",""2,6"",""104,43"",""108,11"",""718 143 000 000 000 000 000,00"",""67705,17864"",""64700,1772"""
"2024-10-22,""0,00002"",""67360,70273"",""67801,577"",""66581,36798"",""67361,40266"",31808472566,1331842439476,70,""0,87686"",""77,107"",""2749,015"",185,""5851,2"",""21311,9"",""2,6"",""104,08"",""100,5"",""631 462 000 000 000 000 000,00"",""68102,4968"",""64352,70344"""
"2024-10-21,""-0,02407"",""69002,00015"",""69462,73678"",""66829,85347"",""67367,85256"",37498611780,1331798086167,72,""0,87709"",""79,41"",""2719,745"",184,""5853,98"",""21311,9"",""2,6"",""104,01"",""102,96"",""782 464 000 000 000 000 000,00"",""68110,18297"",""63998,22627"""
"2024-10-20,""0,00929"",""68364,17846"",""69359,00706"",""68105,72051"",""69001,70662"",18975847518,1364212669154,73,""0,87731"",""78,7"",""2719,83"",183,""5864,67"",""21311,9"",""2,6"",""103,49"",""100,95"",""791 615 000 000 000 000 000,00"",""68159,15661"",""63568,50538"""
"2024-10-19,""-0,00080"",""68418,97666"",""68668,00581"",""68024,63823"",""68362,73311"",14443497908,1351535266983,72,""0,87829"",""78,11"",""2719,83"",182,""5864,67"",""21311,9"",""2,6"",""103,49"",""100,95"",""791 615 000 000 000 000 000,00"",""67767,03672"",""63303,59827"""
"2024-10-18,""0,01472"",""67419,10873"",""68969,74692"",""67177,8182"",""68418,78905"",36857165014,1352611490621,73,""0,87912"",""78,16"",""2719,83"",181,""5864,67"",""21311,9"",""2,6"",""103,49"",""100,95"",""622 310 000 000 000 000 000,00"",""67303,71571"",""63157,09928"""
"2024-10-17,""-0,00293"",""67617,07957"",""67912,20764"",""66647,39121"",""67399,83349"",32790898511,1332816990035,71,""0,88053"",""77,108"",""2693,1"",180,""5841,47"",""21311,9"",""2,6"",""103,83"",""105,89"",""718 402 000 000 000 000 000,00"",""66190,23288"",""63077,51061"""
